LAT,LON,YEAR,MO,DY,TEMPERATURE,RADIATION
11.75,75.75,2020,9,16,24.61,5.09
11.75,76.25,2020,9,16,22.52,4.44
11.75,76.75,2020,9,16,22.7,4.44
11.75,77.25,2020,9,16,24.01,4.87
12.25,74.25,2020,9,16,28.03,4.01
12.25,74.75,2020,9,16,27.34,4.01
12.25,75.25,2020,9,16,25.61,3.95
12.25,75.75,2020,9,16,23.41,3.95
12.25,76.25,2020,9,16,22.33,4.36
12.25,76.75,2020,9,16,22.87,4.36
12.25,77.25,2020,9,16,23.32,4.44
12.75,74.25,2020,9,16,27.91,4.01
12.75,74.75,2020,9,16,26.92,4.01
12.75,75.25,2020,9,16,24.95,3.95
12.75,75.75,2020,9,16,22.83,3.95
12.75,76.25,2020,9,16,22.43,4.36
12.75,76.75,2020,9,16,23.13,4.36
12.75,77.25,2020,9,16,23.15,4.44
8.25,74.25,2020,9,17,27.68,4.92
8.25,74.75,2020,9,17,27.72,4.92
8.25,75.25,2020,9,17,27.75,6.1
8.25,75.75,2020,9,17,27.75,6.1
8.25,76.25,2020,9,17,27.68,6.06
8.25,76.75,2020,9,17,27.05,6.06
8.25,77.25,2020,9,17,26.55,5.44
8.75,74.25,2020,9,17,27.79,4.92
8.75,74.75,2020,9,17,27.81,4.92
8.75,75.25,2020,9,17,27.8,6.1
8.75,75.75,2020,9,17,27.73,6.1
8.75,76.25,2020,9,17,27.54,6.06
8.75,76.75,2020,9,17,26.22,6.06
8.75,77.25,2020,9,17,25.67,5.44
9.25,74.25,2020,9,17,27.94,5.03
9.25,74.75,2020,9,17,27.88,5.03
9.25,75.25,2020,9,17,27.78,4.33
9.25,75.75,2020,9,17,27.59,4.33
9.25,76.25,2020,9,17,27.26,3.46
9.25,76.75,2020,9,17,25.23,3.46
9.25,77.25,2020,9,17,24.91,4.65
9.75,74.25,2020,9,17,27.97,5.03
9.75,74.75,2020,9,17,27.87,5.03
9.75,75.25,2020,9,17,27.72,4.33
9.75,75.75,2020,9,17,27.42,4.33
9.75,76.25,2020,9,17,26.79,3.46
9.75,76.75,2020,9,17,24.01,3.46
9.75,77.25,2020,9,17,23.78,4.65
10.25,74.25,2020,9,17,27.93,5.03
10.25,74.75,2020,9,17,27.88,5.03
10.25,75.25,2020,9,17,27.74,4.84
10.25,75.75,2020,9,17,27.3,4.84
10.25,76.25,2020,9,17,26.24,3.99
10.25,76.75,2020,9,17,23.69,3.99
10.25,77.25,2020,9,17,23.73,5.52
10.75,74.25,2020,9,17,28,5.03
10.75,74.75,2020,9,17,27.96,5.03
10.75,75.25,2020,9,17,27.69,4.84
10.75,75.75,2020,9,17,26.9,4.84
10.75,76.25,2020,9,17,25.23,3.99
10.75,76.75,2020,9,17,24.05,3.99
10.75,77.25,2020,9,17,24.86,5.52
11.25,74.25,2020,9,17,28.11,4.9
11.25,74.75,2020,9,17,27.93,4.9
11.25,75.25,2020,9,17,27.32,4.32
11.25,75.75,2020,9,17,25.98,4.32
11.25,76.25,2020,9,17,23.69,4.44
11.25,76.75,2020,9,17,23.51,4.44
11.25,77.25,2020,9,17,25.03,5.7
11.75,74.25,2020,9,17,28.1,4.9
11.75,74.75,2020,9,17,27.69,4.9
11.75,75.25,2020,9,17,26.54,4.32
11.75,75.75,2020,9,17,24.71,4.32
11.75,76.25,2020,9,17,22.79,4.44
11.75,76.75,2020,9,17,23.07,4.44
11.75,77.25,2020,9,17,24.22,5.7
12.25,74.25,2020,9,17,27.92,3.54
12.25,74.75,2020,9,17,27.24,3.54
12.25,75.25,2020,9,17,25.6,4.03
12.25,75.75,2020,9,17,23.55,4.03
12.25,76.25,2020,9,17,22.64,5.19
12.25,76.75,2020,9,17,23.3,5.19
12.25,77.25,2020,9,17,23.72,5.05
12.75,74.25,2020,9,17,27.7,3.54
12.75,74.75,2020,9,17,26.78,3.54
12.75,75.25,2020,9,17,24.92,4.03
12.75,75.75,2020,9,17,22.87,4.03
12.75,76.25,2020,9,17,22.47,5.19
12.75,76.75,2020,9,17,23.2,5.19
12.75,77.25,2020,9,17,23.31,5.05
8.25,74.25,2020,9,18,28.11,5.11
8.25,74.75,2020,9,18,28.12,5.11
8.25,75.25,2020,9,18,28.11,5.2
8.25,75.75,2020,9,18,28.04,5.2
8.25,76.25,2020,9,18,27.82,5.12
8.25,76.75,2020,9,18,27.01,5.12
8.25,77.25,2020,9,18,26.4,4.45
8.75,74.25,2020,9,18,28.16,5.11
8.75,74.75,2020,9,18,28.19,5.11
8.75,75.25,2020,9,18,28.18,5.2
8.75,75.75,2020,9,18,28.08,5.2
8.75,76.25,2020,9,18,27.77,5.12
8.75,76.75,2020,9,18,26.21,5.12
8.75,77.25,2020,9,18,25.53,4.45
9.25,74.25,2020,9,18,28.23,5.96
9.25,74.75,2020,9,18,28.24,5.96
9.25,75.25,2020,9,18,28.18,5.46
9.25,75.75,2020,9,18,27.96,5.46
9.25,76.25,2020,9,18,27.53,4.16
9.25,76.75,2020,9,18,25.22,4.16
9.25,77.25,2020,9,18,24.9,4.61
9.75,74.25,2020,9,18,28.25,5.96
9.75,74.75,2020,9,18,28.21,5.96
9.75,75.25,2020,9,18,28.08,5.46
9.75,75.75,2020,9,18,27.7,5.46
9.75,76.25,2020,9,18,26.92,4.16
9.75,76.75,2020,9,18,23.96,4.16
9.75,77.25,2020,9,18,23.78,4.61
10.25,74.25,2020,9,18,28.14,4.72
10.25,74.75,2020,9,18,28.02,4.72
10.25,75.25,2020,9,18,27.78,4.39
10.25,75.75,2020,9,18,27.26,4.39
10.25,76.25,2020,9,18,26.19,4.26
10.25,76.75,2020,9,18,23.61,4.26
10.25,77.25,2020,9,18,23.71,5.55
10.75,74.25,2020,9,18,27.96,4.72
10.75,74.75,2020,9,18,27.74,4.72
10.75,75.25,2020,9,18,27.36,4.39
10.75,75.75,2020,9,18,26.58,4.39
10.75,76.25,2020,9,18,25.04,4.26
10.75,76.75,2020,9,18,23.96,4.26
10.75,77.25,2020,9,18,24.92,5.55
11.25,74.25,2020,9,18,27.79,3.32
11.25,74.75,2020,9,18,27.5,3.32
11.25,75.25,2020,9,18,26.86,3.57
11.25,75.75,2020,9,18,25.58,3.57
11.25,76.25,2020,9,18,23.35,4.17
11.25,76.75,2020,9,18,23.34,4.17
11.25,77.25,2020,9,18,25.05,4.47
11.75,74.25,2020,9,18,27.68,3.32
11.75,74.75,2020,9,18,27.24,3.32
11.75,75.25,2020,9,18,26.09,3.57
11.75,75.75,2020,9,18,24.28,3.57
11.75,76.25,2020,9,18,22.33,4.17
11.75,76.75,2020,9,18,22.75,4.17
11.75,77.25,2020,9,18,24.04,4.47
12.25,74.25,2020,9,18,27.6,2.92
12.25,74.75,2020,9,18,26.88,2.92
12.25,75.25,2020,9,18,25.16,3.62
12.25,75.75,2020,9,18,23.02,3.62
12.25,76.25,2020,9,18,22.04,4.69
12.25,76.75,2020,9,18,22.81,4.69
12.25,77.25,2020,9,18,23.35,4.7
12.75,74.25,2020,9,18,27.43,2.92
12.75,74.75,2020,9,18,26.46,2.92
12.75,75.25,2020,9,18,24.51,3.62
12.75,75.75,2020,9,18,22.36,3.62
12.75,76.25,2020,9,18,21.85,4.69
12.75,76.75,2020,9,18,22.63,4.69
12.75,77.25,2020,9,18,22.83,4.7
8.25,74.25,2020,9,19,27.97,3.58
8.25,74.75,2020,9,19,28.01,3.58
8.25,75.25,2020,9,19,28.03,2.88
8.25,75.75,2020,9,19,27.96,2.88
8.25,76.25,2020,9,19,27.72,3.12
8.25,76.75,2020,9,19,26.8,3.12
8.25,77.25,2020,9,19,26.07,3.64
8.75,74.25,2020,9,19,27.95,3.58
8.75,74.75,2020,9,19,27.97,3.58
8.75,75.25,2020,9,19,27.98,2.88
8.75,75.75,2020,9,19,27.89,2.88
8.75,76.25,2020,9,19,27.54,3.12
8.75,76.75,2020,9,19,25.91,3.12
8.75,77.25,2020,9,19,25.11,3.64
9.25,74.25,2020,9,19,27.94,1.95
9.25,74.75,2020,9,19,27.94,1.95
9.25,75.25,2020,9,19,27.89,1.86
9.25,75.75,2020,9,19,27.72,1.86
9.25,76.25,2020,9,19,27.28,1.93
9.25,76.75,2020,9,19,24.99,1.93
9.25,77.25,2020,9,19,24.49,2.43
9.75,74.25,2020,9,19,27.96,1.95
9.75,74.75,2020,9,19,27.91,1.95
9.75,75.25,2020,9,19,27.8,1.86
9.75,75.75,2020,9,19,27.49,1.86
9.75,76.25,2020,9,19,26.78,1.93
9.75,76.75,2020,9,19,23.68,1.93
9.75,77.25,2020,9,19,23.29,2.43
10.25,74.25,2020,9,19,28,1.51
10.25,74.75,2020,9,19,27.89,1.51
10.25,75.25,2020,9,19,27.69,1.92
10.25,75.75,2020,9,19,27.21,1.92
10.25,76.25,2020,9,19,26.17,2.21
10.25,76.75,2020,9,19,23.22,2.21
10.25,77.25,2020,9,19,23.13,3.12
10.75,74.25,2020,9,19,28.02,1.51
10.75,74.75,2020,9,19,27.85,1.51
10.75,75.25,2020,9,19,27.48,1.92
10.75,75.75,2020,9,19,26.65,1.92
10.75,76.25,2020,9,19,24.96,2.21
10.75,76.75,2020,9,19,23.57,2.21
10.75,77.25,2020,9,19,24.36,3.12
11.25,74.25,2020,9,19,28,1.6
11.25,74.75,2020,9,19,27.74,1.6
11.25,75.25,2020,9,19,27,1.4
11.25,75.75,2020,9,19,25.51,1.4
11.25,76.25,2020,9,19,23.01,2.55
11.25,76.75,2020,9,19,22.87,2.55
11.25,77.25,2020,9,19,24.45,3.39
11.75,74.25,2020,9,19,27.91,1.6
11.75,74.75,2020,9,19,27.42,1.6
11.75,75.25,2020,9,19,26.06,1.4
11.75,75.75,2020,9,19,23.94,1.4
11.75,76.25,2020,9,19,21.79,2.55
11.75,76.75,2020,9,19,22.18,2.55
11.75,77.25,2020,9,19,23.48,3.39
12.25,74.25,2020,9,19,27.74,1.21
12.25,74.75,2020,9,19,26.87,1.21
12.25,75.25,2020,9,19,24.89,1.77
12.25,75.75,2020,9,19,22.48,1.77
12.25,76.25,2020,9,19,21.48,3.65
12.25,76.75,2020,9,19,22.31,3.65
12.25,77.25,2020,9,19,22.91,3.61
12.75,74.25,2020,9,19,27.51,1.21
12.75,74.75,2020,9,19,26.34,1.21
12.75,75.25,2020,9,19,24.17,1.77
12.75,75.75,2020,9,19,21.87,1.77
12.75,76.25,2020,9,19,21.4,3.65
12.75,76.75,2020,9,19,22.31,3.65
12.75,77.25,2020,9,19,22.55,3.61
8.25,74.25,2020,9,20,28.09,3.82
8.25,74.75,2020,9,20,28.08,3.82
8.25,75.25,2020,9,20,28.04,3.35
8.25,75.75,2020,9,20,27.95,3.35
8.25,76.25,2020,9,20,27.75,3.47
8.25,76.75,2020,9,20,26.83,3.47
8.25,77.25,2020,9,20,25.96,3.31
8.75,74.25,2020,9,20,27.98,3.82
8.75,74.75,2020,9,20,27.97,3.82
8.75,75.25,2020,9,20,27.93,3.35
8.75,75.75,2020,9,20,27.82,3.35
8.75,76.25,2020,9,20,27.55,3.47
8.75,76.75,2020,9,20,25.76,3.47
8.75,77.25,2020,9,20,24.78,3.31
9.25,74.25,2020,9,20,27.91,3.01
9.25,74.75,2020,9,20,27.9,3.01
9.25,75.25,2020,9,20,27.83,3.2
9.25,75.75,2020,9,20,27.63,3.2
9.25,76.25,2020,9,20,27.21,3.56
9.25,76.75,2020,9,20,24.6,3.56
9.25,77.25,2020,9,20,23.99,2.43
9.75,74.25,2020,9,20,27.78,3.01
9.75,74.75,2020,9,20,27.75,3.01
9.75,75.25,2020,9,20,27.66,3.2
9.75,75.75,2020,9,20,27.34,3.2
9.75,76.25,2020,9,20,26.54,3.56
9.75,76.75,2020,9,20,23.09,3.56
9.75,77.25,2020,9,20,22.65,2.43
10.25,74.25,2020,9,20,27.67,2.48
10.25,74.75,2020,9,20,27.6,2.48
10.25,75.25,2020,9,20,27.44,3.54
10.25,75.75,2020,9,20,26.95,3.54
10.25,76.25,2020,9,20,25.76,3.21
10.25,76.75,2020,9,20,22.61,3.21
10.25,77.25,2020,9,20,22.52,3.56
10.75,74.25,2020,9,20,27.68,2.48
10.75,74.75,2020,9,20,27.57,2.48
10.75,75.25,2020,9,20,27.24,3.54
10.75,75.75,2020,9,20,26.38,3.54
10.75,76.25,2020,9,20,24.6,3.21
10.75,76.75,2020,9,20,23.15,3.21
10.75,77.25,2020,9,20,23.93,3.56
11.25,74.25,2020,9,20,27.71,2.17
11.25,74.75,2020,9,20,27.53,2.17
11.25,75.25,2020,9,20,26.83,2.57
11.25,75.75,2020,9,20,25.31,2.57
11.25,76.25,2020,9,20,22.83,2.67
11.25,76.75,2020,9,20,22.61,2.67
11.25,77.25,2020,9,20,24.18,3.37
11.75,74.25,2020,9,20,27.73,2.17
11.75,74.75,2020,9,20,27.27,2.17
11.75,75.25,2020,9,20,25.92,2.57
11.75,75.75,2020,9,20,23.78,2.57
11.75,76.25,2020,9,20,21.57,2.67
11.75,76.75,2020,9,20,21.82,2.67
11.75,77.25,2020,9,20,23.01,3.37
12.25,74.25,2020,9,20,27.7,2.11
12.25,74.75,2020,9,20,26.82,2.11
12.25,75.25,2020,9,20,24.82,2.02
12.25,75.75,2020,9,20,22.32,2.02
12.25,76.25,2020,9,20,21.08,2.94
12.25,76.75,2020,9,20,21.68,2.94
12.25,77.25,2020,9,20,22.06,2.78
12.75,74.25,2020,9,20,27.54,2.11
12.75,74.75,2020,9,20,26.33,2.11
12.75,75.25,2020,9,20,24.07,2.02
12.75,75.75,2020,9,20,21.62,2.02
12.75,76.25,2020,9,20,20.9,2.94
12.75,76.75,2020,9,20,21.5,2.94
12.75,77.25,2020,9,20,21.44,2.78
8.25,74.25,2020,9,21,28.15,4.37
8.25,74.75,2020,9,21,28.19,4.37
8.25,75.25,2020,9,21,28.19,3.59
8.25,75.75,2020,9,21,28.12,3.59
8.25,76.25,2020,9,21,27.96,3.85
8.25,76.75,2020,9,21,26.97,3.85
8.25,77.25,2020,9,21,26.03,3.16
8.75,74.25,2020,9,21,27.76,4.37
8.75,74.75,2020,9,21,27.82,4.37
8.75,75.25,2020,9,21,27.85,3.59
8.75,75.75,2020,9,21,27.79,3.59
8.75,76.25,2020,9,21,27.56,3.85
8.75,76.75,2020,9,21,25.59,3.85
8.75,77.25,2020,9,21,24.48,3.16
9.25,74.25,2020,9,21,27.56,4.01
9.25,74.75,2020,9,21,27.58,4.01
9.25,75.25,2020,9,21,27.58,3.99
9.25,75.75,2020,9,21,27.45,3.99
9.25,76.25,2020,9,21,27.05,4.32
9.25,76.75,2020,9,21,24.38,4.32
9.25,77.25,2020,9,21,23.82,3.11
9.75,74.25,2020,9,21,27.6,4.01
9.75,74.75,2020,9,21,27.58,4.01
9.75,75.25,2020,9,21,27.53,3.99
9.75,75.75,2020,9,21,27.25,3.99
9.75,76.25,2020,9,21,26.43,4.32
9.75,76.75,2020,9,21,23.14,4.32
9.75,77.25,2020,9,21,22.89,3.11
10.25,74.25,2020,9,21,27.64,3.93
10.25,74.75,2020,9,21,27.61,3.93
10.25,75.25,2020,9,21,27.49,4.05
10.25,75.75,2020,9,21,27,4.05
10.25,76.25,2020,9,21,25.7,3.49
10.25,76.75,2020,9,21,22.79,3.49
10.25,77.25,2020,9,21,22.86,3.82
10.75,74.25,2020,9,21,27.62,3.93
10.75,74.75,2020,9,21,27.57,3.93
10.75,75.25,2020,9,21,27.3,4.05
10.75,75.75,2020,9,21,26.45,4.05
10.75,76.25,2020,9,21,24.57,3.49
10.75,76.75,2020,9,21,23.18,3.49
10.75,77.25,2020,9,21,24.02,3.82
11.25,74.25,2020,9,21,27.61,3.76
11.25,74.75,2020,9,21,27.48,3.76
11.25,75.25,2020,9,21,26.84,3.54
11.25,75.75,2020,9,21,25.35,3.54
11.25,76.25,2020,9,21,22.85,3.44
11.25,76.75,2020,9,21,22.59,3.44
11.25,77.25,2020,9,21,24.2,4.26
11.75,74.25,2020,9,21,27.61,3.76
11.75,74.75,2020,9,21,27.19,3.76
11.75,75.25,2020,9,21,25.86,3.54
11.75,75.75,2020,9,21,23.72,3.54
11.75,76.25,2020,9,21,21.61,3.44
11.75,76.75,2020,9,21,21.85,3.44
11.75,77.25,2020,9,21,23.19,4.26
12.25,74.25,2020,9,21,27.54,2.63
12.25,74.75,2020,9,21,26.6,2.63
12.25,75.25,2020,9,21,24.48,2.6
12.25,75.75,2020,9,21,21.96,2.6
12.25,76.25,2020,9,21,20.94,3.79
12.25,76.75,2020,9,21,21.66,3.79
12.25,77.25,2020,9,21,22.28,4.06
12.75,74.25,2020,9,21,27.42,2.63
12.75,74.75,2020,9,21,25.95,2.63
12.75,75.25,2020,9,21,23.41,2.6
12.75,75.75,2020,9,21,20.87,2.6
12.75,76.25,2020,9,21,20.39,3.79
12.75,76.75,2020,9,21,21.27,3.79
12.75,77.25,2020,9,21,21.5,4.06
8.25,74.25,2020,9,22,28.23,2.63
8.25,74.75,2020,9,22,28.23,2.63
8.25,75.25,2020,9,22,28.21,1.78
8.25,75.75,2020,9,22,28.14,1.78
8.25,76.25,2020,9,22,27.96,2.29
8.25,76.75,2020,9,22,27.17,2.29
8.25,77.25,2020,9,22,26.49,3.66
8.75,74.25,2020,9,22,28.12,2.63
8.75,74.75,2020,9,22,28.09,2.63
8.75,75.25,2020,9,22,28.04,1.78
8.75,75.75,2020,9,22,27.94,1.78
8.75,76.25,2020,9,22,27.73,2.29
8.75,76.75,2020,9,22,26.04,2.29
8.75,77.25,2020,9,22,25.3,3.66
9.25,74.25,2020,9,22,27.97,5.26
9.25,74.75,2020,9,22,27.91,5.26
9.25,75.25,2020,9,22,27.81,4.2
9.25,75.75,2020,9,22,27.62,4.2
9.25,76.25,2020,9,22,27.27,3.75
9.25,76.75,2020,9,22,24.65,3.75
9.25,77.25,2020,9,22,24.25,3.74
9.75,74.25,2020,9,22,27.82,5.26
9.75,74.75,2020,9,22,27.74,5.26
9.75,75.25,2020,9,22,27.6,4.2
9.75,75.75,2020,9,22,27.28,4.2
9.75,76.25,2020,9,22,26.51,3.75
9.75,76.75,2020,9,22,23.07,3.75
9.75,77.25,2020,9,22,22.8,3.74
10.25,74.25,2020,9,22,27.75,5.37
10.25,74.75,2020,9,22,27.6,5.37
10.25,75.25,2020,9,22,27.39,5.9
10.25,75.75,2020,9,22,26.91,5.9
10.25,76.25,2020,9,22,25.74,4.74
10.25,76.75,2020,9,22,22.58,4.74
10.25,77.25,2020,9,22,22.65,4.75
10.75,74.25,2020,9,22,27.69,5.37
10.75,74.75,2020,9,22,27.45,5.37
10.75,75.25,2020,9,22,27.08,5.9
10.75,75.75,2020,9,22,26.25,5.9
10.75,76.25,2020,9,22,24.42,4.74
10.75,76.75,2020,9,22,22.85,4.74
10.75,77.25,2020,9,22,23.79,4.75
11.25,74.25,2020,9,22,27.65,6.04
11.25,74.75,2020,9,22,27.36,6.04
11.25,75.25,2020,9,22,26.63,5.46
11.25,75.75,2020,9,22,25.09,5.46
11.25,76.25,2020,9,22,22.33,4.25
11.25,76.75,2020,9,22,21.95,4.25
11.25,77.25,2020,9,22,23.69,5
11.75,74.25,2020,9,22,27.7,6.04
11.75,74.75,2020,9,22,27.25,6.04
11.75,75.25,2020,9,22,25.84,5.46
11.75,75.75,2020,9,22,23.5,5.46
11.75,76.25,2020,9,22,20.96,4.25
11.75,76.75,2020,9,22,21.1,4.25
11.75,77.25,2020,9,22,22.45,5
12.25,74.25,2020,9,22,27.75,4.79
12.25,74.75,2020,9,22,26.92,4.79
12.25,75.25,2020,9,22,24.75,3.2
12.25,75.75,2020,9,22,21.94,3.2
12.25,76.25,2020,9,22,20.49,3.45
12.25,76.75,2020,9,22,21.12,3.45
12.25,77.25,2020,9,22,21.64,3.79
12.75,74.25,2020,9,22,27.7,4.79
12.75,74.75,2020,9,22,26.43,4.79
12.75,75.25,2020,9,22,23.88,3.2
12.75,75.75,2020,9,22,21.07,3.2
12.75,76.25,2020,9,22,20.29,3.45
12.75,76.75,2020,9,22,21.05,3.45
12.75,77.25,2020,9,22,21.18,3.79
8.25,74.25,2020,9,23,28.11,5
8.25,74.75,2020,9,23,28.07,5
8.25,75.25,2020,9,23,28.03,5.34
8.25,75.75,2020,9,23,27.94,5.34
8.25,76.25,2020,9,23,27.75,4.64
8.25,76.75,2020,9,23,27.03,4.64
8.25,77.25,2020,9,23,26.46,5.21
8.75,74.25,2020,9,23,28.09,5
8.75,74.75,2020,9,23,28.05,5
8.75,75.25,2020,9,23,28.03,5.34
8.75,75.75,2020,9,23,27.97,5.34
8.75,76.25,2020,9,23,27.76,4.64
8.75,76.75,2020,9,23,26.24,4.64
8.75,77.25,2020,9,23,25.63,5.21
9.25,74.25,2020,9,23,28.06,5.63
9.25,74.75,2020,9,23,28.05,5.63
9.25,75.25,2020,9,23,28.03,5.38
9.25,75.75,2020,9,23,27.9,5.38
9.25,76.25,2020,9,23,27.58,5.68
9.25,76.75,2020,9,23,25.25,5.68
9.25,77.25,2020,9,23,24.92,5.49
9.75,74.25,2020,9,23,28,5.63
9.75,74.75,2020,9,23,27.96,5.63
9.75,75.25,2020,9,23,27.85,5.38
9.75,75.75,2020,9,23,27.56,5.38
9.75,76.25,2020,9,23,26.94,5.68
9.75,76.75,2020,9,23,23.82,5.68
9.75,77.25,2020,9,23,23.59,5.49
10.25,74.25,2020,9,23,27.95,5.63
10.25,74.75,2020,9,23,27.8,5.63
10.25,75.25,2020,9,23,27.56,5.95
10.25,75.75,2020,9,23,27.09,5.95
10.25,76.25,2020,9,23,26.15,4.92
10.25,76.75,2020,9,23,23.2,4.92
10.25,77.25,2020,9,23,23.27,5.76
10.75,74.25,2020,9,23,27.85,5.63
10.75,74.75,2020,9,23,27.6,5.63
10.75,75.25,2020,9,23,27.22,5.95
10.75,75.75,2020,9,23,26.44,5.95
10.75,76.25,2020,9,23,24.81,4.92
10.75,76.75,2020,9,23,23.33,4.92
10.75,77.25,2020,9,23,24.28,5.76
11.25,74.25,2020,9,23,27.71,5.56
11.25,74.75,2020,9,23,27.39,5.56
11.25,75.25,2020,9,23,26.72,5.52
11.25,75.75,2020,9,23,25.36,5.52
11.25,76.25,2020,9,23,22.88,4.94
11.25,76.75,2020,9,23,22.65,4.94
11.25,77.25,2020,9,23,24.36,5.84
11.75,74.25,2020,9,23,27.7,5.56
11.75,74.75,2020,9,23,27.22,5.56
11.75,75.25,2020,9,23,25.97,5.52
11.75,75.75,2020,9,23,23.96,5.52
11.75,76.25,2020,9,23,21.77,4.94
11.75,76.75,2020,9,23,22.16,4.94
11.75,77.25,2020,9,23,23.5,5.84
12.25,74.25,2020,9,23,27.65,6.16
12.25,74.75,2020,9,23,26.91,6.16
12.25,75.25,2020,9,23,25.05,4.71
12.25,75.75,2020,9,23,22.63,4.71
12.25,76.25,2020,9,23,21.44,5.09
12.25,76.75,2020,9,23,22.27,5.09
12.25,77.25,2020,9,23,22.85,5.39
12.75,74.25,2020,9,23,27.49,6.16
12.75,74.75,2020,9,23,26.45,6.16
12.75,75.25,2020,9,23,24.26,4.71
12.75,75.75,2020,9,23,21.77,4.71
12.75,76.25,2020,9,23,21.1,5.09
12.75,76.75,2020,9,23,21.99,5.09
12.75,77.25,2020,9,23,22.25,5.39
8.25,74.25,2020,9,24,27.9,6.07
8.25,74.75,2020,9,24,27.85,6.07
8.25,75.25,2020,9,24,27.83,6.1
8.25,75.75,2020,9,24,27.77,6.1
8.25,76.25,2020,9,24,27.62,5.74
8.25,76.75,2020,9,24,26.88,5.74
8.25,77.25,2020,9,24,26.35,5.66
8.75,74.25,2020,9,24,27.92,6.07
8.75,74.75,2020,9,24,27.88,6.07
8.75,75.25,2020,9,24,27.89,6.1
8.75,75.75,2020,9,24,27.86,6.1
8.75,76.25,2020,9,24,27.66,5.74
8.75,76.75,2020,9,24,26.11,5.74
8.75,77.25,2020,9,24,25.53,5.66
9.25,74.25,2020,9,24,27.86,5.5
9.25,74.75,2020,9,24,27.89,5.5
9.25,75.25,2020,9,24,27.91,5.22
9.25,75.75,2020,9,24,27.79,5.22
9.25,76.25,2020,9,24,27.42,5.05
9.25,76.75,2020,9,24,25.13,5.05
9.25,77.25,2020,9,24,24.9,4.9
9.75,74.25,2020,9,24,27.73,5.5
9.75,74.75,2020,9,24,27.71,5.5
9.75,75.25,2020,9,24,27.62,5.22
9.75,75.75,2020,9,24,27.35,5.22
9.75,76.25,2020,9,24,26.81,5.05
9.75,76.75,2020,9,24,23.82,5.05
9.75,77.25,2020,9,24,23.79,4.9
10.25,74.25,2020,9,24,27.51,5.58
10.25,74.75,2020,9,24,27.34,5.58
10.25,75.25,2020,9,24,27.17,5.24
10.25,75.75,2020,9,24,26.85,5.24
10.25,76.25,2020,9,24,26.15,4.67
10.25,76.75,2020,9,24,23.34,4.67
10.25,77.25,2020,9,24,23.57,5.64
10.75,74.25,2020,9,24,27.3,5.58
10.75,74.75,2020,9,24,27.06,5.58
10.75,75.25,2020,9,24,26.84,5.24
10.75,75.75,2020,9,24,26.34,5.24
10.75,76.25,2020,9,24,24.99,4.67
10.75,76.75,2020,9,24,23.58,4.67
10.75,77.25,2020,9,24,24.6,5.64
11.25,74.25,2020,9,24,27.17,5.7
11.25,74.75,2020,9,24,26.91,5.7
11.25,75.25,2020,9,24,26.5,5.38
11.25,75.75,2020,9,24,25.49,5.38
11.25,76.25,2020,9,24,23.2,4.39
11.25,76.75,2020,9,24,23.05,4.39
11.25,77.25,2020,9,24,24.9,5.66
11.75,74.25,2020,9,24,27.08,5.7
11.75,74.75,2020,9,24,26.74,5.7
11.75,75.25,2020,9,24,25.83,5.38
11.75,75.75,2020,9,24,24.2,5.38
11.75,76.25,2020,9,24,22.05,4.39
11.75,76.75,2020,9,24,22.61,4.39
11.75,77.25,2020,9,24,24.13,5.66
12.25,74.25,2020,9,24,27.06,5.12
12.25,74.75,2020,9,24,26.43,5.12
12.25,75.25,2020,9,24,24.82,3.72
12.25,75.75,2020,9,24,22.67,3.72
12.25,76.25,2020,9,24,21.52,4.6
12.25,76.75,2020,9,24,22.57,4.6
12.25,77.25,2020,9,24,23.31,5.31
12.75,74.25,2020,9,24,27.2,5.12
12.75,74.75,2020,9,24,26.15,5.12
12.75,75.25,2020,9,24,24.01,3.72
12.75,75.75,2020,9,24,21.63,3.72
12.75,76.25,2020,9,24,21.09,4.6
12.75,76.75,2020,9,24,22.22,4.6
12.75,77.25,2020,9,24,22.58,5.31
8.25,74.25,2020,9,25,27.39,4.64
8.25,74.75,2020,9,25,27.42,4.64
8.25,75.25,2020,9,25,27.46,4.03
8.25,75.75,2020,9,25,27.46,4.03
8.25,76.25,2020,9,25,27.35,4.35
8.25,76.75,2020,9,25,26.69,4.35
8.25,77.25,2020,9,25,26.15,4.05
8.75,74.25,2020,9,25,27.49,4.64
8.75,74.75,2020,9,25,27.56,4.64
8.75,75.25,2020,9,25,27.66,4.03
8.75,75.75,2020,9,25,27.7,4.03
8.75,76.25,2020,9,25,27.5,4.35
8.75,76.75,2020,9,25,26.04,4.35
8.75,77.25,2020,9,25,25.45,4.05
9.25,74.25,2020,9,25,27.6,5.07
9.25,74.75,2020,9,25,27.76,5.07
9.25,75.25,2020,9,25,27.86,4.08
9.25,75.75,2020,9,25,27.78,4.08
9.25,76.25,2020,9,25,27.43,3.59
9.25,76.75,2020,9,25,25,3.59
9.25,77.25,2020,9,25,24.62,3.48
9.75,74.25,2020,9,25,27.68,5.07
9.75,74.75,2020,9,25,27.7,5.07
9.75,75.25,2020,9,25,27.59,4.08
9.75,75.75,2020,9,25,27.28,4.08
9.75,76.25,2020,9,25,26.81,3.59
9.75,76.75,2020,9,25,23.47,3.59
9.75,77.25,2020,9,25,23.19,3.48
10.25,74.25,2020,9,25,27.63,4.67
10.25,74.75,2020,9,25,27.35,4.67
